Neighborhood,City,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Shaughnessy ,Metro Vanouver,49.24630515,-123.13840505989171,Safeway King Edward,49.248445,-123.126561,Grocery Store
Shaughnessy ,Metro Vanouver,49.24630515,-123.13840505989171,Subway,49.25104564542015,-123.1273311551079,Sandwich Place
Shaughnessy ,Metro Vanouver,49.24630515,-123.13840505989171,Second Cup,49.24484638739353,-123.12603605644091,Coffee Shop
Shaughnessy ,Metro Vanouver,49.24630515,-123.13840505989171,Devonshire Park,49.244960080288394,-123.13312686645962,Park
Shaughnessy ,Metro Vanouver,49.24630515,-123.13840505989171,City1Cafe,49.248544531029744,-123.12556034231302,Malay Restaurant
Shaughnessy ,Metro Vanouver,49.24630515,-123.13840505989171,Starbucks,49.24874480722499,-123.12663863109509,Coffee Shop
Shaughnessy ,Metro Vanouver,49.24630515,-123.13840505989171,Angus Park,49.25483346521662,-123.13923245397743,Park
Shaughnessy ,Metro Vanouver,49.24630515,-123.13840505989171,Luxury Supercar Weekend,49.23853359927627,-123.13287599283059,Garden
Shaughnessy ,Metro Vanouver,49.24630515,-123.13840505989171,Mandarin Hong Kong Cafe 文華餐廳,49.24865556897875,-123.12529091973225,Cantonese Restaurant
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Bloedel Floral Conservatory,49.242019035407715,-123.11371430099251,Garden
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Queen Elizabeth Park,49.24156455524772,-123.11335520540814,Park
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Queen Elizabeth Botanical Gardens,49.24208103659882,-123.11357274557943,Garden
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Dragon Ball Tea House,49.24912633116664,-123.12771828289415,Bubble Tea Shop
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Rackets & Runners,49.2511929539897,-123.1273001078185,Sporting Goods Shop
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Seasons in the Park,49.242021449294576,-123.11205523481718,Seafood Restaurant
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,VanDusen Botanical Garden,49.23932364202315,-123.12893950011956,Garden
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Goma Sushi,49.25243381619314,-123.12738479979316,Sushi Restaurant
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Truffles Fine Foods,49.23938326384898,-123.12890646228996,Sandwich Place
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Landmark Hot Pot House 春秋火鍋,49.24975945918286,-123.11551505197083,Chinese Restaurant
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Queen Elizabeth Park Fountains,49.241568778672466,-123.11356131223909,Plaza
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,TD Canada Trust,49.24867834613771,-123.12511870969502,Bank
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Heather Park,49.25512292177379,-123.1219636587691,Park
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Starbucks,49.24504966074024,-123.12466754438205,Coffee Shop
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,New Town Bakery,49.25417900429028,-123.1150868522423,Bakery
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Douglas Park & Playground,49.25313168807759,-123.12212281828921,Park
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Choices Markets,49.25441130152907,-123.11533237523172,Grocery Store
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Osaka Sushi,49.248559266878914,-123.12567416747574,Sushi Restaurant
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,RBC Royal Bank,49.25057794766157,-123.12772403636484,Bank
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,The Best Neighbours Restaurant,49.25141589346419,-123.12737584040032,Greek Restaurant
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Safeway King Edward,49.248445,-123.126561,Grocery Store
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Corner 23,49.25003734409961,-123.11520658327838,Chinese Restaurant
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Second Cup,49.24484638739353,-123.12603605644091,Coffee Shop
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,City1Cafe,49.248544531029744,-123.12556034231302,Malay Restaurant
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,LuvCravings,49.249869904799205,-123.11523371072062,Dessert Shop
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Subway,49.25104564542015,-123.1273311551079,Sandwich Place
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Tim Hortons,49.24372983864441,-123.12478244304657,Coffee Shop
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Starbucks,49.25408,-123.11491,Coffee Shop
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Tim Hortons,49.2494593,-123.1157448,Coffee Shop
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Starbucks,49.24874480722499,-123.12663863109509,Coffee Shop
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Morrison / Shy Café,49.244095125011825,-123.12400306278727,Café
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Mandarin Hong Kong Cafe 文華餐廳,49.24865556897875,-123.12529091973225,Cantonese Restaurant
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Jugo Juice,49.24918759242114,-123.11555564403534,Juice Bar
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Love locks sculpture,49.242656,-123.116107,Outdoor Sculpture
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Celebration Pavillion,49.241243470812584,-123.1139591514321,Park
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Soho Tea Room,49.254276293132364,-123.11507610043677,Tea Room
South Cambie ,Metro Vanouver,49.2464639,-123.12160272080624,Oak Meadows Park,49.237775420465525,-123.12474637785238,Scenic Lookout
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Union Market,49.27737091116881,-123.0869886479093,Deli / Bodega
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,MacLean Park,49.278808622251205,-123.08854579925537,Park
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Strathcona Park,49.27518286982346,-123.08491945266724,Park
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Strathcona Beer Company,49.281293522682624,-123.08511140358385,Brewery
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Phnom Penh,49.278517207129376,-123.09821389576176,Asian Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,The Juice Truck,49.28128097037585,-123.09211973121067,Food Truck
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,The Mackenzie Room,49.283168461961814,-123.09491101676842,Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,La Casa Gelato,49.27692293801935,-123.0815486689666,Ice Cream Shop
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Finch’s Market,49.27856506956866,-123.09347305639957,Sandwich Place
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Harvest Community Foods,49.27759045212137,-123.0981680953266,Gourmet Shop
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,The Pie Shoppe,49.27828611254065,-123.09710437545951,Pie Shop
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Kissa Tanto,49.28041177451172,-123.09813308998554,Japanese Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,The Union,49.27770514385068,-123.09913336157084,Gastropub
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Dosanko,49.282645,-123.092255,Japanese Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Fujiya,49.27662291053619,-123.07716424684004,Sushi Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Matchstick Coffee Roasters,49.27862623093518,-123.09930253437061,Café
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Oyster Express,49.27930754674542,-123.09718433369585,Seafood Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Wilder Snail,49.27934564531905,-123.08733772787453,Coffee Shop
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Pizzeria Farina,49.27663591048199,-123.09996736185782,Pizza Place
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Boxcar,49.276612892136015,-123.10007556961325,Bar
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Bao Bei,49.27949123563031,-123.10059451157306,Chinese Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,les amis du Fromage,49.28119885565908,-123.08624138349626,Cheese Shop
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Railtown Cafe,49.284694,-123.095486,Café
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Keefer Bar,49.27952838897546,-123.10151373745491,Cocktail Bar
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Juniper,49.279479907739606,-123.10037832259216,Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Long & McQuade Musical Instruments,49.271721708073194,-123.09616163030142,Music Store
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,The Tuck Shoppe,49.27768066206117,-123.09865665979447,Sandwich Place
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Ask for Luigi,49.284156685889954,-123.0977255529763,Italian Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Strange Fellows Brewing,49.27249457183068,-123.07760112667114,Brewery
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,The Gourmet Warehouse,49.281267912679944,-123.07629259548635,Gourmet Shop
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Off The Rail Brewing Co,49.27769024236,-123.07610228883304,Brewery
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Treasure Green Tea Company,49.278556648075146,-123.09854507446289,Tea Room
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,DALINA,49.278790353390626,-123.0999117087133,Café
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Mercedes-Benz Vancouver,49.27103588259581,-123.0919752103429,Auto Dealership
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Crackle Creme,49.277603748047,-123.09812745065301,Dessert Shop
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Postmark Brewing,49.28431063614019,-123.09549454999889,Brewery
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Propaganda Coffee,49.280414949052975,-123.09912566124613,Coffee Shop
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,LanaLou’s,49.283050316687806,-123.09632715288538,Diner
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Torafuku,49.27595120818572,-123.09981439849997,Asian Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,New Town Bakery & Restaurant,49.28042046714889,-123.10120452142614,Chinese Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Pacific~Poke,49.279101075527564,-123.0998614178042,Poke Place
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Truck Stop Cafe,49.27515596901904,-123.07711108828357,Diner
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Fortune Sound Club,49.28049417240908,-123.10079468627066,Nightclub
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Rhinofish,49.27951394433412,-123.09969470281405,Noodle House
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Virtuous Pie,49.279667038791565,-123.09979470660656,Pizza Place
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Cuchillo,49.283282973140565,-123.09803707518655,Latin American Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Mamie Taylor's,49.27861088339537,-123.09804303492814,American Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Dixies BBQ,49.281484,-123.096609,BBQ Joint
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Firehall Arts Centre,49.28217119519704,-123.0978963590952,Performing Arts Venue
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Dunlevy Snackbar,49.28099426801388,-123.09549678399026,Asian Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Chinatown BBQ,49.280328450133915,-123.10151372217243,Chinese Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,HAVE Cafe,49.28306861558072,-123.09610504275602,Café
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,The Emerald,49.27964890678962,-123.09740435592089,Lounge
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Pink Pearl,49.28075829388621,-123.08016071586893,Chinese Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,The Ramen Butcher,49.27858320801814,-123.09870519972866,Noodle House
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,St Lawrence Restaurant,49.28320777974537,-123.0979259236948,French Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Upstairs at Campagnolo,49.27531439905926,-123.0998998537523,Bar
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Sunrise Market,49.283195217813756,-123.09761147837084,Grocery Store
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Brickhouse Late Nite Bistro,49.27776855246173,-123.09949641962277,Dive Bar
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Campagnolo,49.27538033811485,-123.09986234588634,Italian Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Say Hey Cafe,49.280411,-123.101219,Sandwich Place
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Hanoi Pho,49.281190298639196,-123.09541324975488,Vietnamese Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Aubade Coffee,49.28033093560047,-123.09891686979178,Coffee Shop
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Luppolo Brewing Company,49.27690605329741,-123.0806421110846,Brewery
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Ba Le,49.27875801484471,-123.09981200496073,Sandwich Place
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Livestock,49.28047844193552,-123.10080350280508,Shoe Store
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Rickshaw Theatre,49.28124058133706,-123.09844444389829,Music Venue
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Hogan's Alley Cafe,49.277688786488106,-123.0971063749508,Café
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,The American,49.27628575624671,-123.09965576126729,Bar
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Dd Mau Chinatown,49.280523,-123.100821,Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,The Imperial Lounge,49.282015081820866,-123.09980473736182,Lounge
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Kobob Burger,49.275491762010844,-123.099718883297,Korean Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Golden Garden Vietnamese Cuisine,49.28010494488361,-123.09978180247752,Vietnamese Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,To Dine For,49.272207648845246,-123.09577314266012,Burger Joint
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Juke,49.279475109054395,-123.10030495820106,Fried Chicken Joint
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Axum Ethiopian,49.2814818305323,-123.0777167460823,Ethiopian Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Bodega on Main,49.27543034316423,-123.09987074011833,Tapas Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,The Party Bazaar,49.27296231068261,-123.09831675135706,Toy / Game Store
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Chinatown,49.277828715446155,-123.09940338134766,Neighborhood
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,The Heatley,49.28109138662839,-123.0896288581965,Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Goldstone Bakery & Restaurant,49.279502804344794,-123.10115932052165,Chinese Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Subway,49.282655621045215,-123.0857898973789,Sandwich Place
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Starbucks,49.28275,-123.08569,Coffee Shop
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Starbucks,49.27103756920539,-123.08773228367329,Coffee Shop
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Main Street Station Farmers Market,49.27378441157288,-123.0988072360142,Farmers Market
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Thornton Park,49.27362672706926,-123.09971209921683,Park
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Fat Mao,49.27861051916881,-123.09893432755447,Noodle House
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Astoria Pub,49.281294581902046,-123.08777687790301,Pub
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,A&W,49.273775,-123.098119,Fast Food Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Trillium Park,49.274307579603686,-123.09369133311365,Park
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Vancouver Flea Market,49.27147159869486,-123.08990456690529,Flea Market
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Oppenheimer Park,49.28275522842847,-123.09410099030117,Park
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Pacific Central Station,49.27356800726657,-123.09790148639912,Train Station
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Eastside Flea,49.27526281624072,-123.09995731462942,Arts & Crafts Store
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Subway,49.27481795469032,-123.10013301157448,Sandwich Place
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,London Pub,49.27845914422145,-123.09975657005279,Pub
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,McDonald's,49.27379764164648,-123.0988523273582,Fast Food Restaurant
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Ed's Daily,49.2829699685134,-123.08985057166757,Café
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,Amtrak 517,49.273392905575925,-123.09662845537217,Light Rail Station
Strathcona ,Metro Vanouver,49.2776935,-123.08853925078753,"Pacific Central Station, Vancouver, Bc Canada",49.273669,-123.097345,Train Station
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Breka Bakery & Café,49.22517225662143,-123.09085607056,Bakery
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,So Hyang Korean Cuisine,49.22701912249385,-123.09084195808964,Korean Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Shoom 雅菀食府,49.22486089217804,-123.09094839993831,Cantonese Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Panos Greek Taverna,49.2109677,-123.0921432,Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Deer Garden Signatures,49.2276354516607,-123.09070255236101,Chinese Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Sunset Community Centre,49.22276689396704,-123.10135080733122,Event Space
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,BAKER & TABLE Cafe,49.226323515544,-123.09067785641665,Bakery
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Ho Yuen Kee Restaurant,49.227978648537,-123.0904779992068,Chinese Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Shoppers Drug Mart,49.227302,-123.09072,Pharmacy
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Dollar Tree,49.22573054707353,-123.09070973820818,Discount Store
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Starbucks,49.22513,-123.09049,Coffee Shop
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,89 Inn,49.22674153728012,-123.09055997750916,Japanese Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Pho Hong,49.226925223927765,-123.09060697349184,Vietnamese Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Original Tandoori Kitchen,49.21913525779554,-123.10209955662927,Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Subway,49.2106905,-123.0930809,Sandwich Place
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Yu Xiang Yuan,49.22462775296824,-123.09086886136434,Chinese Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,RBC Royal Bank,49.22535090236456,-123.09097713047528,Bank
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Petro-Canada,49.210687,-123.090563,Gas Station
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,TD Canada Trust,49.22566430407171,-123.09115685057805,Bank
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Kalai's Dosa Hut,49.218998,-123.09116,South Indian Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Samurai Japanese Restaurant,49.2261975,-123.0906154,Sushi Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,New Novelty Restaurant and Sweets,49.22392508984222,-123.09088496041517,Dessert Shop
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Vision 2000,49.22402557481884,-123.090797604178,Cosmetics Shop
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Sartaj Sweets & Restaurant,49.22404565209015,-123.09084065860813,Indian Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Rexall,49.22387674482483,-123.08793059890274,Pharmacy
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Dhoom Restaurant & Bar,49.22479075710435,-123.09093866338509,Indian Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Dhaliwal Sweets,49.22481180999152,-123.09092899013963,Indian Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,George Park,49.21328059235578,-123.09477971856839,Park
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Sunset Rink,49.22335824299223,-123.09853351332977,Skating Rink
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Sushi Moon,49.225271,-123.090346,Sushi Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Bus Stop 51975 (49),49.225389328818395,-123.09073448181152,Bus Stop
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Sunset Park,49.22177935804178,-123.1004339379766,Park
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Fraser Market,49.225441179317286,-123.09084056451867,Market
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Bus Stop 52027 (49),49.22546001850634,-123.09118236910115,Bus Stop
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Taste Good Wonton Seafood Restaurant,49.21063539465729,-123.09257098570443,Chinese Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Best Quality Sweets & Restaurant,49.218894,-123.10174971383769,Indian Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Tandoori King,49.212414,-123.091394,Indian Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Ross Park,49.21700637848032,-123.08187549647366,Park
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Himalaya Restaurant,49.22474682567905,-123.10182882009246,Indian Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Tandoori Raj Restaurant,49.211878,-123.09152,Indian Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Lian Hong Chinese Food & Bakery,49.226530261518256,-123.09061952787542,Dim Sum Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,West Coast Liquor Company,49.22625210520387,-123.08788612368967,Liquor Store
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Fraser Shipping & Variety Store,49.22626852165731,-123.08789977373002,Post Office
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Super 8,49.211499080974164,-123.09013949180554,Motel
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Madras Spice,49.22682,-123.09092,Indian Chinese Restaurant
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Fraser BBQ & Fresh Meat,49.22694327891703,-123.09056376868836,BBQ Joint
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Bus Stop 52209 (100),49.211136,-123.090016,Bus Stop
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,WEEDS,49.224205,-123.10194,Marijuana Dispensary
Sunset ,Metro Vanouver,49.2190935,-123.0916654159852,Punjabi Market,49.224382575654474,-123.10175882180152,Market
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Body Energy Club,49.27768162347979,-123.12689361484894,Gym / Fitness Center
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Nero Belgian Waffle Bar,49.278451,-123.122024,Dessert Shop
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Gyu-Kaku Japanese BBQ,49.28027716380092,-123.12483759025491,Japanese Restaurant
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Shizen Ya,49.28088036111347,-123.12455177307127,Japanese Restaurant
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,The Mexican,49.27877806840367,-123.12395347847574,Mexican Restaurant
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Tacofino Cantina,49.27981581084722,-123.12367275029091,Food Truck
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,The Pawn Shop,49.27805439644988,-123.12496542437808,Taco Place
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,La Lotus Nail Spa,49.2766849104495,-123.12552355156475,Spa
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Nando's,49.27799454027567,-123.12738742267,Portuguese Restaurant
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Firecrust,49.2779179330802,-123.12737245843063,Pizza Place
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Residence Inn by Marriott Vancouver Downtown,49.2779047,-123.1286238,Hotel
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,49.2778093,-123.1246489,Hotel
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Crave India,49.279056094357585,-123.12336785897038,Indian Restaurant
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Breka Bakery & Cafe,49.27849567034125,-123.1280624099068,Bakery
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Pallet Coffee Roasters,49.279895,-123.123776,Coffee Shop
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,The Templeton,49.278366335977395,-123.1245200293811,Diner
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Robert Lee YMCA,49.28175183686333,-123.12519293179268,Gym
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Harbour Dance Centre,49.2800743967742,-123.12186000799825,Dance Studio
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Yamato Sushi,49.27670185853616,-123.1254700237027,Sushi Restaurant
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Manoush'eh,49.276592,-123.12558,Lebanese Restaurant
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Nuba Café,49.275925,-123.12444,Middle Eastern Restaurant
Victoria,Metro Vanouver,49.278825049999995,-123.12511052084383,Level Furnished Living,49.278126333206394,-123.12188186032952,Hotel
